,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-09-01,213,215,211,213,45000,213.0
1,2023-08-31,208,213,208,213,49700,213.0
2,2023-08-30,211,212,209,209,31800,209.0
3,2023-08-29,209,213,207,210,63800,210.0
4,2023-08-28,204,208,204,205,18600,205.0
5,2023-08-25,206,211,203,204,92800,204.0
6,2023-08-24,214,214,207,207,87700,207.0
7,2023-08-23,214,215,210,211,34000,211.0
8,2023-08-22,211,214,209,211,16600,211.0
9,2023-08-21,207,216,207,211,74000,211.0
10,2023-08-18,205,212,205,207,36600,207.0
11,2023-08-17,207,212,205,209,47100,209.0
12,2023-08-16,210,211,207,211,35900,211.0
13,2023-08-15,213,213,207,212,55700,212.0
14,2023-08-14,215,220,210,213,65400,213.0
15,2023-08-10,208,214,205,212,60200,212.0
16,2023-08-09,201,210,201,208,58400,208.0
17,2023-08-08,204,205,201,201,39600,201.0
18,2023-08-07,210,210,202,204,68600,204.0
19,2023-08-04,206,209,202,209,124300,209.0
20,2023-08-03,211,211,206,207,85100,207.0
21,2023-08-02,216,217,212,212,82600,212.0
22,2023-08-01,217,221,214,218,66100,218.0
23,2023-07-31,222,230,215,216,190600,216.0
24,2023-07-28,224,225,214,215,150300,215.0
